WORD,DEF
panneau,"[pano] nm, pl panneaux 1 : panel 2 : sign, notice 3 panneau de signalisation : road sign 4 panneau fibreux : fiberboard 5 panneau indicateur : signpost 6 panneau publicitaire : billboard"
panonceau,"[panɔ̃so] nm, pl -ceaux 1 : plaque (at a professional office, etc.) 2 ▶ pancarte : sign"
panoplie,"[panɔpli] nf 1 : display of arms 2 : array, range 3 : outfit, costume (for children)"
panorama,[panɔrama] nm 1 : panorama 2 : overview
panoramique,[panɔramik] adj : panoramic
panse,"[pᾶs] nf, fam : paunch, belly"
pansement,"[pᾶsmᾶ] nm : dressing, bandage"
panser,"[pᾶse] vt 1 : to groom (a horse) 2 : to dress, to bandage"
"pansu, -sue",[pᾶsy] adj : potbellied
pantalon,"[pᾶtalɔ̃] nm : pants pl, trousers pl"
"pantelant, -lante","[pᾶtlᾶ, -lᾶt] adj : panting, gasping for breath"
panthère,[pᾶtεr] nf : panther
pantin,[pᾶtɛ̃] nm 1 : jumping jack (toy) 2 fantoche : puppet (person)
"pantois, -toise","[pᾶtwa, -twaz] adj : flabbergasted"
pantomime,"[pᾶtɔmim] nf 1 : mime 2 : pantomime show 3 : scene, fuss"
"pantouflard, -flarde","[pᾶtuflar, -flard] n, fam : homebody"
pantoufle,[pᾶtufl] nf : slipper
pantoute,"[pᾶtut] adv, Can fam : no, not at all"
panure,[panyr] nf ▶ chapelure : bread crumbs pl
paon,[pᾶ] nm : peacock
papa,"[papa] nm, fam : dad, daddy"
"papal, -pale","[papal] adj, mpl papaux [papo] : papal"
papauté,[papote] nf : papacy
papaye,[papaj] nf : papaya
pape,[pap] nm : pope
paperasserie,"[paprasri] nf : paperwork, red tape"
papeterie,[papεtri] nf : stationery
papier,"[papje] nm 1 : paper 2 : document, paper 3 : article, review 4 papier d'aluminium : aluminum foil, tinfoil 5 papier de verre Francesandpaper 6 papier hygiénique : toilet paper 7 papier journal : newsprint 8 papier mouchoir Cantissue 9 papier peint : wallpaper 10 papier sablé Can : sandpaper 11 papier tue-mouches : flypaper 12 papiers nmpl (identification) papers"
papier-monnaie,"[papjemɔnε] nm, pl papiers-monnaies : paper money"
papille,[papij] nf papilles gustatives : taste buds
papillon,[papijɔ̃] nm 1 : butterfly 2 papillon de nuit : moth
papillonner,"[papijɔne] vi : to flit about, to flutter around"
papillote,"[papijɔt] nf : aluminum foil, foil wrapping"
papilloter,"[papijɔte] vi 1 : to flicker, to twinkle 2 : to blink, to flutter (of eyelids)"
papotage,"[papɔtaʒ] nm : gabbing, chattering"
papoter,"[papɔte] vi : to gab, to chatter"
paprika,[paprika] nm : paprika
papyrus,[papirys] nm : papyrus
Pâque,[pak] nf : Passover
paquebot,"[pakbo] nm : liner, ship"
pâquerette,[pakrεt] nf : daisy
Pâques 1,[pak] nm : Easter <la semaine de Pâques : Easter week> Pâques 2 nfpl : Easter <joyeuses Pâques! : Happy Easter!>
paquet,"[pakε] nm 1 : package, bundle 2 : packet, pack (of cigarettes, etc.) 3 : heap, pile, mass 4 mettre le paquet famto go all out"
paqueter,"[pakte] vt, Can fam 1 : to pack (a suitcase) 2 : to pack, to fill to capacity"
par,"[par] prep 1 : through <par la porte : through the door> 2 : by, by means of <par avion : by airmail> 3 : as, for <par exemple : for example> 4 : per <dix dollars par personne : ten dollars per person> 5 : around, near <il habite par ici : he lives around here> 6 : at, during <par moments : at times> 7 : from, out of, for the sake of <par amour : out of love> 8 : according to, by <classé par âge : ranked by age> 9 de ~ : throughout <de par le monde : all over the world> 10 de ~ : by virtue of 11 par-ci par-là : here and there 12 par trop : excessively"
parabole,[parabɔl] nf 1 : parable 2 : parabola
parabolique,[parabɔlik] adj : parabolic
parachever,"[para∫ve] vt {CONJUGATION 52} ▶ parfaire : to complete, to perfect"
parachute,[para∫yt] nm : parachute
parachuter,[-∫yte] vt
parachutiste,[para∫ytist] nmf 1 : parachutist 2 : paratrooper
parade,"[parad] nf 1 ▶ défilé : parade 2 : parry (in sports) 3 de ~ : outward, superficial 4 faire parade de : to display, to make a show of"
parader,"[parade] vi : to strut about, to show off"
paradigme,[paradim] nm : paradigm
paradis,"[paradi] nm : paradise, heaven"
paradisiaque,[paradizjak] adj : heavenly
"paradoxal, -xale","[paradɔksal] adj, mpl -xaux [-kso] : paradoxical"
paradoxalement,[-ksalmᾶ] adv
paradoxe,[paradɔks] nm : paradox
"parafe, parafer","[paraf, parafe] ▶ paraphe ▶ parapher"
paraffine,[parafin] nf : paraffin
parafoudre,[parafudr] nm : lightning rod
parages,"[paraʒ] nmpl 1 : waters <parages étrangers : foreign waters> 2 dans les parages : in the vicinity, around"
paragraphe,[paragraf] nm : paragraph
"paraguayen, -guayenne","[paragwejɛ̃, -gwejεn] adj : Paraguayan Paraguayen, -guayenne n : Paraguayan"
paraissait,"[parεsε] , etc. ▶ paraître"
paraisse,"[parεs] , etc. ▶ paraître"
paraître,"[parεtr] vi {CONJUGATION 7} 1 : to appear <paraître en public : to appear in public> 2 : to be published <à paraître : forthcoming> 3 : to show, to be visible 4 ▶ sembler : to seem, to look v impers 1 : to seem, to appear <il paraît que tout s'est arrangé : everything seems to be all right> 2 paraît-ilor à ce qu'il paraît : apparently"
parallèle 1,"[paralεl] adj 1 : parallel 2 semblable : similar 3 : unofficial, alternative parallèle 2 nm 1 : parallel 2 : comparison <mettre en parallèle : to compare> parallèle 3 nf : parallel line"
parallèlement,"[paralεlmᾶ] adv : at the same time, concurrently"
parallélogramme,[paralelɔgram] nm : parallelogram
paralyser,[paralyze] vt 1 : to paralyze 2 : to bring to a standstill
paralysie,[paralizi] nf 1 : paralysis 2 paralysie cérébrale : cerebral palsy
paralytique,[paralitik] adj : paralytic
paramètre,[paramεtr] nm : parameter
parangon,[parᾶgɔ̃] nm modèle : paragon
paranoïa,[paranɔja] nf : paranoia
paranoïaque,"[paranɔjak] adj & nmf : paranoiac, paranoid"
"paranormal, -male","[paranɔrmal] adj, mpl -maux [-mo] : paranormal"
parapet,[parapε] nm : parapet
paraphe,"[paraf] nm 1 : initials pl 2 : signature 3 : flourish, ornamental stroke (on a signature)"
parapher,[parafe] vt 1 : to initial 2 : to sign 3 : to add a flourish to (a signature)
paraphrase,[parafraz] nf : paraphrase
paraphraser,[parafraze] vt : to paraphrase
paraplégique,[parapleʒik] adj & nmf : paraplegic
parapluie,[paraplɥi] nm : umbrella
parascolaire,[paraskɔlεr] adj : extracurricular
parasitaire,[parazitεr] adj : parasitic
parasite 1,"[parazit] adj : parasitic parasite 2 nm 1 : parasite 2 parasites nmpl : interference, static"
parasol,"[parasɔl] nm : parasol, sunshade"
paratonnerre,[paratɔnεr] nm : lightning rod
paravent,"[paravᾶ] nm : screen, partition"
parc,"[park] nm 1 : park <parc d'attractions : amusement park> <parc zoologique : zoological gardens> 2 : grounds pl 3 ▶ enclos : playpen, pen, enclosure <parc à huîtres : oyster bed> <parc à moutons : sheepfold> <parc de stationnement : parking lot> 4 : total number, stock <parc de voitures : fleet of automobiles>"
parcelle,"[parsεl] nf 1 : fragment 2 : plot, parcel <parcelle de terre : plot of land>"
parcelliser,"[parselize] vt : to divide, to split up"
parce que,[parskə] conj : because
parchemin,[par∫əmɛ̃] nm : parchment
parcimonie,[parsimɔni] nf : parsimony <avec parcimonie : sparingly>
"parcimonieux, -nieuse","[parsimɔnjø, -njøz] adj : parsimonious, sparing"
parcimonieusement,[-njøzmᾶ] adv
"par-ci, par-là",[parsiparla] ▶ par
parcmètre,"[parkmεtr] nm, France : parking meter"
parcomètre,"[parkɔmεtr] nm, Can : parking meter"
parcourir,"[parkurir] vt {CONJUGATION 23} 1 : to cover (a distance), to travel through 2 : to leaf through, to skim (a text)"
parcours,"[parkur] nm 1 : course (of a river), route (of a bus, etc.) 2 : course (in sports) 3 : career, (professional) development"
par-delà or par delà,"[pardəla] prep : beyond, across <par-delà les mers : beyond the seas> <par-delà les siècles : across the centuries>"
par-dessous,[pardəsu] adv & prep : underneath
pardessus,[pardəsy] nm 1 : overcoat 2 Can claques : rubbers pl
par-dessus 1,"[pardəsy] adv : over, above, on top <sauter par-dessus : to jump over (it)> <mets-le par-dessus : put it up top> par-dessus 2 prep 1 : over, above <par-dessus le mur : above the wall> <jeter qqch pardessus bord : to throw sth overboard> 2 par-dessus tout : above all"
par-devant 1,"[pardəvᾶ] adv : in front, at the front par-devant 2 prep : in front of, in the presence of"
pardon,"[pardɔ̃] nm 1 : forgiveness, pardon 2 pardon? : pardon?, what did you say? 3 pardon! : pardon me!, sorry!"
pardonnable,"[pardɔnabl] adj : forgivable, pardonable, excusable"
pardonner,"[pardɔne] vt 1 : to forgive, to pardon 2 pardonnez-moi! : excuse me! vi ne pas pardonner : to be fatal <une maladie qui ne pardonne pas : a fatal illness>"
"paré, -rée","[pare] adj : ready, prepared <vous voilà paré! : you're all set!>"
pare-balles,[parbal] adj s & pl : bulletproof
pare-brise,[parbriz] nms & pl : windshield
pare-chocs,[par∫ɔk] nms & pl : bumper
pare-feu,[parfø] nms & pl : firebreak
parégorique,[paregɔrik] nm or élixir parégorique : paregoric
pareil 1,"[parεj] adv, fam 1 : the same, in the same way <faire pareil : to do the same (thing)> 2 Can fam : all the same, anyhow <viens nous voir pareil : come see us anyway>"
"pareil 2, -reille","[parεj] adj 1 semblable : similar, alike 2 tel : such <une pareille maison : such a house, a house like this> pareil 3, -reille n 1 : equal <il n'a pas son pareil : he's second to none> <son talent est sans pareil : her talent is unequaled> <une vue sans pareille : a view beyond compare> 2 ses pareils : one's peers, one's fellows pareil 4 nm, fam c'est du pareil au même : it's all the same, six of one and a half dozen of the other"
pareillement,"[parεjmᾶ] adv 1 ▶ également : in the same way <s'habiller pareillement : to dress alike> 2 aussi : also, too <et à vous pareillement : to you, too>"
parement,[parmᾶ] nm : facing
"parent 1, -rente","[parᾶ, -rᾶt] adj 1 : similar, related 2 ~ àor ~ avec : related to, kin to parent 2, -rente n 1 : relative, relation 2 parent par alliance : in-law"
"parental, -tale","[parᾶtal] adj, mpl -taux [-to] : parental"
parenté,"[parᾶte] nf 1 : relationship, kinship 2 : family, relations pl"
parenthèse,"[parᾶtεz] nf 1 : parenthesis, bracket 2 : digression <entre parenthèses or par parenthèse : incidentally, by the way>"
parents,"[parᾶ] nmpl 1 : parents 2 ancêtres : ancestors, forebears"
parer,"[pare] vt 1 : to adorn 2 : to dress, to trim (in cooking) 3 : to ward off, to parry vi ~ à : to guard against, to be prepared for, to deal with se parer vr 1 : to dress oneself up 2 ~ contre : to prepare oneself for"
pare-soleil,[parsɔlεj] nms & pl : sun visor
paresse,"[parεs] nf : laziness, idleness"
paresser,[parεse] vi ▶ fainéanter : to laze around
"paresseux 1, -seuse","[parəsø, -søz] adj : lazy"
paresseusement,[-søzmᾶ] adv paresseux 2 nm : sloth (animal)
parfaire,"[parfεr] vt {CONJUGATION 62} ▶ peaufiner : to perfect, to complete, to refine (style, etc.)"
"parfait 1, -faite","[parfε, -fεt] adj 1 : perfect 2 : absolute, complete"
parfaitement,[-fεtmᾶ] adv parfait 2 nm 1 : perfect (tense) 2 : parfait (dessert)
parfois,"[parfwa] adv ▶ quelquefois : sometimes parfum [parfœ ̃ ] nm 1 : scent, fragrance 2 : flavor (of ice cream, tea, etc.) 3 : perfume"
"parfumé, -mée","[parfyme] adj 1 ▶ odorant : fragrant, scented, sweet-smelling 2 : flavored <parfumé au citron : lemon-flavored>"
parfumer,"[parfyme] vt 1 : to scent, to perfume 2 : to flavor se parfumer vr : to wear perfume"
parfumerie,[parfymri] nf 1 : perfume shop 2 : perfume industry 3 : perfumes pl
pari,"[pari] nm : bet, wager"
paria,"[parja] nm : pariah, outcast"
parier,"[parje] vt {CONJUGATION 96} : to bet, to wager"
"parieur, -rieuse","[parjœr, -rjøz] n : bettor, better"
"parisien, -sienne","[parizjɛ̃, -zjεn] adj : Parisian Parisien, -sienne n : Parisian"
paritaire,[paritεr] adj : joint <commission paritaire : joint commission>
parité,"[parite] nf : parity, equality"
parjure 1,"[parʒyr] adj : disloyal, faithless parjure 2 nm : betrayal parjure 3 nmf : traitor"
parjurer,[parʒyre] v se parjurer vr : to perjure oneself
parka,[parka] nm : parka
parking,[parkiŋ] nm 1 ▶ stationnement : parking 2 : parking lot
"parlant, -lante","[parlᾶ, -lᾶt] adj 1 : talking (of movies, etc.) 2 : vivid, eloquent, graphic 3 : talkative"
parlement,[parləmᾶ] nm : parliament
parlementaire 1,[parləmᾶtεr] adj : parliamentary parlementaire 2 nmf : parliamentarian
parlementer,"[parləmᾶte] vi ▶ négocier : to negotiate, to parley"
parler 1,"[parle] vt : to talk, to speak <parler (le) français : to speak French> <parler affaires : to talk business> vi 1 : to talk, to speak 2 ~ à : to talk to (someone) 3 ~ de : to mention, to refer to <sans parler de son accent : not to mention his accent> 4 n'en parlons plus : let's forget about it se parler vr 1 : to speak to each other 2 : to be on speaking terms 3 : to be spoken parler 2 nm 1 : speech, way of speaking 2 : dialect"
"parleur, -leuse","[parlœr, -løz] n : talker, speaker <beau parleur : smooth talker>"
parloir,[parlwar] nm : parlor
parlote or parlotte,"[parlɔt] nf, fam ▶ causette : chat, chitchat"
parmesan,[parməzᾶ] nm : Parmesan
parmi,"[parmi] prep 1 : among <une possibilité parmi d'autres : one possibility among others> 2 : in the midst of, with"
parodie,[parɔdi] nf : parody
parodier,"[parɔdje] vt {CONJUGATION 96} : to parody, to mimic"
paroi,"[parwa] nf 1 ▶ cloison : partition 2 : wall (in anatomy and biology) 3 : inner surface, face <paroi rocheuse : rock face>"
paroisse,[parwas] nf : parish
"paroissial, -siale","[parwasjal] adj, mpl -siaux [-sjo] : parish, parochial"
"paroissien, -sienne","[parwasjɛ̃, -sjεn] n : parishioner"
parole,"[parɔl] nf 1 (spoken) word <prendre la parole : to speak> 2 ▶ promesse : word, promise <parole d'honneur : word of honor> 3 : speech <elle a retrouvé la parole : she regained the power of speech> 4 paroles nfpl : lyrics"
paroxysme,"[parɔksism] nm : height, climax (of pain, enthusiasm, etc.)"
parquer,[parke] vt 1 : to pen <bétail parqué : penned cattle> 2 ▶ entasser : to herd together 3 ▶ garer : to park
parquet,[parkε] nm 1 : parquet (floor) 2 France : public prosecutor's office 3 parquet de la bourse : floor of the stock exchange
parrain,"[parɛ̃] nm 1 : godfather 2 : sponsor, patron"
parrainage,[parεnaʒ] nm : sponsorship
parrainer,[parεne] vt : to sponsor
parsemer,"[parsəme] vt {CONJUGATION 52} 1 : to sprinkle 2 ~ de : to scatter with, to strew with, to intersperse with"
part,"[par] nf 1 : portion, share, piece 2 : proportion, element <une part de chance : an element of chance> 3 : part, share <faire sa part : to do one's share> <prendre part à : to take part in> 4 : side, position <de toutes parts : from all sides> <d'une part . . . : on (the) one hand . . .> <de la part de : on behalf of> 5 à ~ : apart from <à part ça : besides that> 6 à ~ : to one side, separate(ly) 7 à ~ : apart, unique <un cas à part : a special case> 8 autre nul quelque"
partage,"[partaʒ] nm 1 : sharing, dividing <sans partage : total, undivided> 2 : share, lot"
"partagé, -gée","[partaʒe] adj 1 : divided <opinions partagées : divided opinions> 2 : shared, mutual"
partager,[partaʒe] vt {CONJUGATION 17} 1 ▶ diviser : to divide up 2 : to share se partager vr
partance,"[partᾶs] nf 1 en ~ : outbound, ready to depart 2 en partance pour : bound for"
partant 1,"[partᾶ] adj être partant pour : to be ready for, to be up to"
"partant 2, -tante","[partᾶ, -tᾶt] n : runner, starter (in sports)"
partenaire,[partənεr] nmf : partner
partenariat,[partənarja] nm : partnership
parterre,[partεr] nm 1 : flower bed 2 : orchestra section (in a theater)
"parti 1, -tie","[parti] adj, fam : intoxicated, high parti 2 nm 1 : group, camp, side 2 : political party 3 : course of action, option <prendre parti : to take a stand> <prendre son parti : to make up one's mind, to come to terms> 4 : advantage, profit <tirer parti de : to take advantage of> 5 parti pris : bias"
"partial, -tiale","[parsjal] adj, mpl -tiaux [-sjo] : biased, partial"
partialement,[parsjalmᾶ] adv : in a biased manner
partialité,"[parsjalite] nf : bias, partiality"
"participant, -pante","[partisipᾶ, -pᾶt] n 1 : participant 2 : entrant (in a competition)"
participation,"[partisipasjɔ̃] nf 1 : participation 2 : contribution 3 : share, interest (in a company, etc.)"
participe,[partisip] nm : participle
participer,"[partisipe] vi ~à 1 : to participate in, to take part in 2 : to contribute to 3 : to share in"
particulariser,"[partikylarize] vt : to distinguish, to characterize se particulariser vr"
particularité,"[partikylarite] nf : distinctive feature, characteristic, idiosyncrasy"
particule,[partikyl] nf : particle
"particulier 1, -lière","[partikylje, -ljεr] adj 1 : particular, specific 2 : special, unique, idiosyncratic 3 singulier : unusual 4 : private, personal <cours particuliers : private lessons> 5 en ~ : especially, in particular particulier 2 nm : individual, private person"
particulièrement,"[partikyljεrmᾶ] adv ▶ spécialement : especially, particularly"
partie,"[parti] nf 1 : part (of a whole) 2 : game, match 3 : party, participant 4 ▶ sortie : party, outing <partie de pêche : fishing party> 5 : field, line (of work) 6 en ~ : partly, in part 7 faire partie de : to be a part of, to belong to"
"partiel, -tielle",[parsjεl] adj : partial
partiellement,[-sjεlmᾶ] adv
partir,"[partir] vi {CONJUGATION 82} 1 : to leave, to depart 2 : to start up, to take off 3 ▶ commencer : to start, to begin 4 s'enlever : to come off, to come out (of a stain, etc.) 5 à partir de : from <à partir de maintenant : from now on>"
"partisan 1, -sane","[partizᾶ, -zan] adj : partisan partisan 2, -sane n : supporter, partisan"
partition,[partisjɔ̃] nf : score <partition de piano : piano score>
partout,[partu] adv 1 : everywhere 2 : all (in sports) <trois partout : three all>
paru,[pary] pp ▶ paraître
parure,"[paryr] nf 1 : finery 2 ensemble : set (of jewelry, linens, etc.)"
parution,"[parysjɔ̃] nf : publication, launch"
parvenir,"[parvənir] vi {CONJUGATION 92} 1 ~ à : to reach, to arrive at <elle est parvenue à une résolution : she arrived at a solution> 2 ~ à : to manage to, to succeed in, to achieve"
"parvenu, -nue","[parvəny] n : parvenu, upstart"
parvis,[parvi] nm : square (in front of a church)
party,"[parti] nm, Can fam : party, gathering"
pas 1,"[pa] ▶ ne pas 2 adv, (without ne) 1 : not <pas du tout : not at all> <pas vraiment : not really> <pas mal de : quite a lot of> <pas croyable! : incredible!> 2 pas un, pas une : no one, none <il le fait comme pas un : he does it like nobody else> pas 3 nms & pl 1 : step, footstep 2 : footprint 3 : pace, gait 4 : move, progression <un pas en avant : a step forward> <faire le premier pas : to make the first move> 5 : step (in dancing) 6 de ce pas : right away"
"pascal, -cale","[paskal] adj, mpl pascaux [pasko] : Easter <congé pascal : Easter holiday>"
passable,"[pasabl] adj 1 : passable, fair 2 Can : passable, negotiable <chemins passables : passable roads>"
passablement,"[pasabləmᾶ] adv 1 : quite, rather 2 : reasonably well"
passade,[pasad] nf : passing fancy
passage,"[pasaʒ] nm 1 : passing (by), crossing (through), traffic <être de passage : to be passing through> <au passage : in passing> 2 ▶ tarif : fare, ticket 3 : transition, passage 4 ▶ chemin : route, way 5 ▶ corridor : corridor, passageway <passage pour piétons : pedestrian crossing> 6 : entry <passage interdit : do not enter> 7 : passage (in a text)"
"passager 1, -gère","[pasaʒe, -ʒεr] adj 1 : passing, temporary 2 : busy <rue passagère : busy street> passager 2, -gère n 1 : passenger 2 passager clandestin : stowaway"
passagèrement,[pasaʒεrmᾶ] adv : temporarily
"passant 1, -sante","[pasᾶ, -sᾶt] adj : busy <rue passante : busy street> passant 2, -sante n : passerby"
passe,"[pas] nf 1 : pass (in sports) 2 : period, time <j'ai traversé une mauvaise passe : I went through a difficult time> 3 : channel (in navigation)"
"passé 1, -sée","[pase] adj 1 : last, past <l'an passé : last year> 2 : after, past <il est midi passé : it's after twelve> 3 : faded passé 2 nm 1 : past <par le passé : in the past> 2 : past tense <passé composé : perfect tense> passé 3 prep : after, beyond <passé l'église il y a un parc : beyond the church is a park> <passé minuit : after midnight>"
passe-droit,"[pasdrwa] nm, pl passe-droits : privilege, special treatment"
passementerie,"[pasmᾶtri] nf : trimmings pl (for clothing, etc.)"
passe-partout,[paspartu] nms & pl : master key
passe-passe,"[paspas] nms & pl tour de passe–passe : conjuring trick, sleight of hand"
passepoil,[paspwal] nm : piping (in sewing)
passeport,[paspɔr] nm : passport
passer,"[pase] vt 1 : to cross, to go over 2 : to pass, to go past 3 : to pass, to run <passer la main sur une surface : to pass one's hand over a surface> 4 : to pass, to hand over, to give <passer un ballon : to pass a ball> <passez-moi le poivre : pass me the pepper> <passer un rhume à qqn : to give s.o. a cold> 5 : to put through to (on the telephone) 6 : to take (an exam, etc.), to take on 7 : to spend (time) 8 : to excuse, to forgive 9 : to skip, to pass over 10 : to go over <passer l'aspirateur : to vacuum> 11 ▶ enfiler : to slip on 12 : to show (a film), to play (a cassette, etc.) 13 : to shift into (a gear) vi 1 : to pass, to go past, to run <le chemin passe devant ma maison : the road runs in front of my house> 2 : to drop by 3 : to go <où est-il passé? : where did he go?> 4 : to get through <laissez-moi passer : let me through> 5 : to be over, to pass, to go by 6 : to pass down, to be handed down 7 ~ par : to go through <en passant par : including> 8 ~ pour : to pass for, to appear to be 9 ~ sur : to pass over, to overlook, to forget about 10 en passant : incidentally 11 y passer fam : to die se passer vr 1 : to take place, to happen 2 : to go, to turn out 3 : to pass, to go by (of time) 4 ~ de : to do without, to dispense with 5 se faire passer : to masquerade, to disguise oneself"
passereau,"[pasro] nm, pl -reaux : sparrow"
passerelle,"[pasrεl] nf 1 : footbridge 2 : gangplank, ramp (of an airplane) 3 : bridge (of a ship)"
passe-temps,"[pastᾶ] nms & pl : hobby, pastime"
"passeur, -seuse","[pasœr, -søz] n : smuggler"
passible,"[pasibl] adj ~ de : liable to, punishable by <passible d'une amende : liable to a fine>"
"passif 1, -sive","[pasif, -siv] adj : passive"
passivement,[-sivmᾶ] adv passif 2 nm 1 : passive case 2 : liabilities pl
passion,[pasjɔ̃] nf : passion
"passionnant, -nante","[pasjɔnᾶ, -nᾶt] adj ▶ captivant : exciting, fascinating"
"passionné 1, -née","[pasjɔne] adj : passionate, enthusiastic"
passionnément,"[-nemᾶ] adv passionné 2, -née n : enthusiast"
"passionnel, -nelle",[pasjɔnεl] adj : passionate <crime passionnel : crime of passion>
passionner,"[pasjɔne] vt 1 ▶ captiver : to fascinate 2 : to impassion, to inflame se passionner vr ~ pour : to have a passion for"
passivement,[pasivmᾶ] adv : passively
passivité,[pasivite] nf : passivity
passoire,"[paswar] nf : sieve, strainer, colander"
pastel,[pastεl] adj & nm : pastel
pastèque,[pastεk] nf : watermelon
pasteur,"[pastœr] nm : minister, pastor"
pasteuriser,[pastœrize] vt : to pasteurize
pasteurisation,[-rizasjɔ̃] nf
pastiche,[pasti∫] nm : pastiche
pastille,[pastij] nf : lozenge <pastilles contre la toux : cough drops>
"pastoral, -rale","[pastɔral] adj, mpl -raux [-ro] : pastoral"
pastorat,"[pastɔra] nm : pastorate, (Protestant) ministry"
pat,[pat] nm : stalemate
patate,[patat] nf 1 fam : potato 2 fam : blockhead 3 or patate douce : sweet potato
"pataud, -taude","[pato, -tod] adj : clumsy, lumbering"
patauger,"[patoʒe] vi {CONJUGATION 17} 1 : to splash about, to paddle 2 ▶ s'embrouiller : to flounder about, to get confused"
patchwork,[pat∫wœrk] nm : patchwork
pâte,"[pat] nf 1 : dough, pastry, batter 2 : paste <pâte dentifrice : toothpaste> <pâte à modeler : modeling clay> 3 : pulp <pâte à papier : paper pulp> 4 être bonne pâte : to be easygoing 5 pâtes nfpl : pasta"
pâté,[pate] nm 1 : pâté 2 : inkblot 3 or pâté de maisons : block (of houses)
pâtée,"[pate] nf : mash, feed, slop"
patelin,"[patlɛ̃] nm, fam : little village"
"patent, -tente","[patᾶ, -tᾶt] adj : obvious, patent"
patente,"[patᾶt] nf, Can fam 1 : thing, thingamajig 2 : gadget, gizmo"
"patenté, -tée","[patᾶte] adj, fam : established, out-and-out"
patère,"[patεr] nf : peg, hook (for coats, etc.)"
"paternel, -nelle","[patεrnεl] adj : fatherly, paternal"
paternellement,[-nεlmᾶ] adv
paternité,"[patεrnite] nf 1 : fatherhood, paternity 2 : authorship"
"pâteux, -teuse","[patø, -tøz] adj 1 : pasty, doughy 2 : thick <avoir la langue pâteuse : to have a coated tongue>"
pathétique,"[patetik] adj : pathetic, moving"
pathétiquement,[-tikmᾶ] adv
pathologie,[patɔlɔʒi] nf : pathology
pathologique,[patɔlɔʒik] adj : pathological
pathologiste,[patɔlɔʒist] nmf : pathologist
pathos,[patos] nms & pl : pathos
patibulaire,[patibylεr] adj : sinister-looking
patiemment,[pasjamᾶ] adv : patiently
patience,[pasjᾶs] nf 1 : patience <j'ai perdu patience : I lost my patience> 2 jeu de patience : solitaire
"patient, -tiente","[pasjᾶ, -sjᾶt] adj & n : patient"
patienter,[pasjᾶte] vi : to wait
patin,[patɛ̃] nm : skate <patins à glace : ice skates> <patins à roulettes : roller skates>
patinage,[patinaʒ] nm : skating <patinage artistique : figure skating>
patine,[patin] nf : patina
patiner,"[patine] vi 1 : to skate 2 : to spin, to slip (of wheels) 3 Can : to hedge, to shilly-shally"
patinette,[patinεt] nf ▶ trottinette : scooter
"patineur, -neuse","[patinœr, -nøz] n : skater"
patinoire,[patinwar] nf : skating rink
patio,"[patjo, pasjo] nm : patio"
pâtir,[patir] vi ~ de : to suffer because of
pâtisserie,"[patisri] nf 1 : cake, pastry 2 : pastry shop, bakery"
"pâtissier, -sière","[patisje, -sjεr] n : pastry chef"
patois,"[patwa] nms & pl 1 : patois 2 Can : swearword, oath"
patraque,"[patrak] adj, fam : out of sorts"
patriarcat,[patrijarka] nm : patriarchy
patriarche,[patrijar∫] nm : patriarch
"patriarcal, -cale",[-jarkal] adj
patrie,"[patri] nf : mother country, homeland, fatherland"
patrimoine,"[patrimwan] nm 1 : patrimony, legacy 2 ▶ héritage : heritage"
patriote 1,[patrijɔt] adj : patriotic patriote 2 nmf : patriot
patriotique,[patrijɔtik] adj
patriotisme,[patrijɔtism] nm : patriotism
"patron 1, -tronne","[patrɔ̃, -trɔn] n 1 : patron saint 2 : owner 3 : boss, manager, employer patron 2 nm : pattern (in sewing)"
patronage,[patrɔnaʒ] nm : patronage
"patronal, -nale","[patrɔnal] adj, mpl -naux [-no] : of employers <syndicat patronal : employers' union>"
patronat,[patrɔna] nm : management
patronner,"[patrɔne] vt : to support, to sponsor"
patrouille,[patruj] nf : patrol
patrouiller,[patruje] vi : to patrol
"patrouilleur 1, -leuse","[patrujœr, -jøz] n 1 : soldier on patrol 2 Can : police officer (in a patrol car) patrouilleur 2 nm : patrol boat, patrol plane"
patte,"[pat] nf 1 : paw, hoof, foot (of a bird), leg (of an insect) <patte de devant : foreleg> 2 fam : leg, foot, hand <traîner la patte : to drag one's feet, to fall behind> 3 : tab, flap"
pattes-d'oie,[patdwa] nfpl : crow's feet
pâturage,[patyraʒ] nm : pasture
pâture,"[patyr] nf 1 : feed, fodder 2 : pasture"
paume,[pom] nf : palm (of the hand)
paumer,"[pome] v, fam : to lose se paumer vr fam : to get lost"
paupière,[popjεr] nf : eyelid
pause,"[poz] nf 1 : break <faire une pause : to pause, to take a break> 2 : pause 3 : rest (in music)"
pauvre 1,"[povr] adj 1 : poor, impoverished 2 : unfortunate 3 : poor, sparse pauvre 2 nm : poor man, pauper <les pauvres : the poor>"
pauvrement,[povrəmᾶ] adv : poorly
pauvreté,[povrəte] nf : poverty
pavage,"[pavaʒ] nm : paving, cobblestones pl"
pavaner,[pavane] v se pavaner vr : to strut about
pavé,"[pave] nm 1 : pavement 2 : cobblestone, paving stone"
paver,[pave] vt : to pave
pavillon,"[pavijɔ̃] nm 1 : pavilion 2 France : (detached) house 3 : ward (in a hospital), (university) building 4 : auricle (of the ear) 5 : bell (of a wind instrument) 6 : flag (on a ship)"
pavoiser,[pavwaze] vt : to deck with flags vi : to rejoice
